CASEID,SEX,RACE,SCHLCOLL,ACTIVITY,DURATION
20160201161662,2,100,5,10101,210
20160201161662,2,100,5,20201,30
20160201161662,2,100,5,110101,60
20160201161662,2,100,5,20203,45
20160201161662,2,100,5,20101,60
20160201161662,2,100,5,20102,120
20160201161662,2,100,5,180406,2
20160201161662,2,100,5,40506,120
20160201161662,2,100,5,180406,2
20160201161662,2,100,5,20402,30
20160201161662,2,100,5,180704,10
20160201161662,2,100,5,70104,120
20160201161662,2,100,5,180703,5
20160201161662,2,100,5,70103,30
20160201161662,2,100,5,180703,10
20160201161662,2,100,5,110101,30
20160201161662,2,100,5,20902,15
20160201161662,2,100,5,20302,120
20160201161662,2,100,5,180406,3
20160201161662,2,100,5,40506,120
20160201161662,2,100,5,180701,5
20160201161662,2,100,5,70101,60
20160201161662,2,100,5,180701,5
20160201161662,2,100,5,20902,10
20160201161662,2,100,5,20104,15
20160201161662,2,100,5,20102,60
20160201161662,2,100,5,20201,45
20160201161662,2,100,5,10201,90
20160201161662,2,100,5,110101,8
20160201161666,2,100,5,10101,240
20160201161666,2,100,5,10201,60
20160201161666,2,100,5,181401,20
20160201161666,2,100,5,140105,55
20160201161666,2,100,5,140101,105
20160201161666,2,100,5,181101,20
20160201161666,2,100,5,110101,30
20160201161666,2,100,5,10101,160
20160201161666,2,100,5,120303,180
20160201161666,2,100,5,10201,30
20160201161666,2,100,5,110101,75
20160201161666,2,100,5,120101,75
20160201161666,2,100,5,10101,390
20160201161974,2,100,5,10101,120
20160201161974,2,100,5,110101,30
20160201161974,2,100,5,30101,2
20160201161974,2,100,5,10201,60
20160201161974,2,100,5,110101,5
20160201161974,2,100,5,180306,10
20160201161974,2,100,5,30503,1
20160201161974,2,100,5,180306,10
20160201161974,2,100,5,30109,2
20160201161974,2,100,5,60301,60
20160201161974,2,100,5,180302,45
20160201161974,2,100,5,30112,2
20160201161974,2,100,5,181201,15
20160201161974,2,100,5,181201,2
20160201161974,2,100,5,60101,26
20160201161974,2,100,5,60101,75
20160201161974,2,100,5,60103,15
20160201161974,2,100,5,60101,75
20160201161974,2,100,5,180601,15
20160201161974,2,100,5,60101,75
20160201161974,2,100,5,180302,5
20160201161974,2,100,5,180302,10
20160201161974,2,100,5,30111,20
20160201161974,2,100,5,30112,1
20160201161974,2,100,5,180704,15
20160201161974,2,100,5,70104,60
20160201161974,2,100,5,180704,10
20160201161974,2,100,5,120303,104
20160201161974,2,100,5,110101,30
20160201161974,2,100,5,181101,5
20160201161974,2,100,5,110101,120
20160201161974,2,100,5,181101,10
20160201161974,2,100,5,20602,15
20160201161974,2,100,5,120303,60
20160201161974,2,100,5,120101,10
20160201161974,2,100,5,10101,320
20160202161791,2,100,5,10101,300
20160202161791,2,100,5,20602,10
20160202161791,2,100,5,20201,3
20160202161791,2,100,5,110101,15
20160202161791,2,100,5,120101,30
20160202161791,2,100,5,10201,40
20160202161791,2,100,5,20602,5
20160202161791,2,100,5,10201,15
20160202161791,2,100,5,181401,5
20160202161791,2,100,5,140101,60
20160202161791,2,100,5,181401,5
20160202161791,2,100,5,60301,300
20160202161791,2,100,5,10201,15
20160202161791,2,100,5,20602,5
20160202161791,2,100,5,60301,60
20160202161791,2,100,5,181201,7
20160202161791,2,100,5,120101,60
20160202161791,2,100,5,120303,265
20160202161791,2,100,5,181206,7
20160202161791,2,100,5,20602,10
20160202161791,2,100,5,120303,103
20160202161791,2,100,5,10101,120
20160211151040,2,100,5,10101,120
20160211151040,2,100,5,20201,5
20160211151040,2,100,5,30101,5
20160211151040,2,100,5,10201,35
20160211151040,2,100,5,180302,10
20160211151040,2,100,5,30112,10
20160211151040,2,100,5,181501,40
20160211151040,2,100,5,159999,25
20160211151040,2,100,5,60101,260
20160211151040,2,100,5,110101,30
20160211151040,2,100,5,159999,120
20160211151040,2,100,5,181501,40
20160211151040,2,100,5,30103,45
20160211151040,2,100,5,20201,30
20160211151040,2,100,5,20203,15
20160211151040,2,100,5,120307,20
20160211151040,2,100,5,110101,30
20160211151040,2,100,5,120303,100
20160211151040,2,100,5,30101,10
20160211151040,2,100,5,30102,5
20160211151040,2,100,5,120303,40
20160211151040,2,100,5,60301,150
20160211151040,2,100,5,10201,15
20160211151040,2,100,5,10101,280
20160212150612,2,100,5,10101,300
20160212150612,2,100,5,10201,60
20160212150612,2,100,5,110101,10
20160212150612,2,100,5,181202,2
20160212150612,2,100,5,120201,828
20160212150612,2,100,5,181202,10
20160212150612,2,100,5,10101,230
